Company_Name,Address,Phone
GOLD RESERVE INC,"999 W. RIVERSIDE AVENUE SUITE 401 SPOKANE, WASHINGTON 99201",000-000-0000
"PIERIS PHARMACEUTICALS, INC.","225 FRANKLIN STREET 26TH FLOOR BOSTON, MASSACHUSETTS 02110",000-000-0000
"Manitex International, Inc.","9725 INDUSTRIAL DRIVE BRIDGEVIEW, ILLINOIS 60455",000-000-0000
Arlington Asset Investment Corp.,"6862 ELM STREET SUITE 320 MCLEAN, VIRGINIA 22101",000-000-0000
"SWISS HELVETIA FUND, INC.","C/O U.S. BANK GLOBAL FUND SERVICES 615 EAST MICHIGAN STREET MILWAUKEE, WISCONSIN 53202",000-000-0000
,,
Longeveron Inc.,"1951 NW 7TH AVENUE SUITE 520 MIAMI, FLORIDA 33136",000-000-0000
ESSA Pharma Inc.,"SUITE 720 999 WEST BROADWAY VANCOUVER, BRITISH COLUMBIA, CANADA V5Z 1K5",000-000-0000
PAVmed Inc.,"360 MADISON AVENUE 25TH FLOOR NEW YORK, NEW YORK 10017",000-000-0000
NeuroPace Inc,"455 N. BERNARDO AVENUE MOUNTAIN VIEW, CALIFORNIA 94043",000-000-0000
"Candel Therapeutics, Inc.","117 KENDRICK STREET SUITE 450 NEEDHAM, MASSACHUSETTS 02494",000-000-0000
Can B Corp,"960 SOUTH BROADWAY, SUITE 120 HICKSVILLE, NEW YORK 11801",000-000-0000
"AZIYO BIOLOGICS, INC.","12510 PROSPERITY DRIVE SUITE 370 SILVER SPRING, MARYLAND 20904",000-000-0000
Vertical Capital Income Fund,"80 ARKAY DRIVE SUITE 110 HAUPPAUGE, NEW YORK 11788",000-000-0000
"First Eagle Alternative Capital BDC, Inc.","500 BOYLSTON STREET SUITE 1250 BOSTON, MASSACHUSETTS 02116",000-000-0000
,,
"VERDE RESOURCES, INC.","2 CITYPLACE DRIVE SUITE 200 ST. LOUIS, MISSOURI 63141",000-000-0000
EACO CORP,"5065 E HUNTER AVE ANAHEIM, CALIFORNIA 92807",000-000-0000
FPX Nickel Corp.,"620 - 1155 WEST PENDER STREET VANCOUVER, BRITISH COLUMBIA, CANADA V6E 2P4",000-000-0000
Gabelli Global Small & Mid Cap Value Trust,"ONE CORPORATE CENTER RYE, NEW YORK 10580",000-000-0000
Enlivex Therapeutics Ltd.,"37 DEREH MENACHEM BEGIN ST. 15TH FLOOR TEL AVIV, ISRAEL 6522042",000-000-0000
Movano Inc.,"6800 KOLL CENTER PARKWAY PLEASANTON, CALIFORNIA 94566",000-000-0000
EATON VANCE SENIOR INCOME TRUST,"TWO INTERNATIONAL PLACE BOSTON, MASSACHUSETTS 02110",000-000-0000
"Hudson Global, Inc.","53 FOREST AVENUE OLD GREENWICH, CONNECTICUT 06870",000-000-0000
FARMER BROTHERS CO,"1912 FARMER BROTHERS DRIVE NORTHLAKE, TEXAS 76262",000-000-0000
STRATTEC SECURITY CORP,"3333 WEST GOOD HOPE ROAD MILWAUKEE, WISCONSIN 53209",000-000-0000
Drive Shack Inc.,"10670 N. CENTRAL EXPRESSWAY, SUITE 700 DALLAS, TEXAS 75231",000-000-0000
"Coeptis Therapeutics Holdings, Inc.","105 BRADFORD ROAD, SUITE 420 WEXFORD, PENNSYLVANIA 15090",000-000-0000
FONAR CORP,"110 MARCUS DR MELVILLE, NEW YORK 11747",000-000-0000
"BANGFU TECHNOLOGY GROUP CO., LTD.","NO. 34-3, BUILDING 2, NO. 10 PLAZA ROAD DIWANG INTERNATIONAL FORTUNE CENTER LIUZHOU, CHINA 545005",000-000-0000
DWS STRATEGIC MUNICIPAL INCOME TRUST,"875 THIRD AVENUE NEW YORK, NEW YORK 10022-6225",000-000-0000
UNITED BANCORP INC /OH/,"201 SOUTH FOURTH STREET P O BOX 10 MARTINS FERRY, OHIO 43935",000-000-0000
aTYR PHARMA INC,"10240 SORRENTO VALLEY ROAD SUITE 300 SAN DIEGO, CALIFORNIA 92121",000-000-0000
Genenta Science S.p.A.,"OLGETTINA, NO. 58 MILAN, ITALY 20132",000-000-0000
Energous Corp,"3590 NORTH FIRST STREET SUITE 210 SAN JOSE, CALIFORNIA 95134",000-000-0000
"FUEL DOCTOR HOLDINGS, INC.","410 LOUISIANA STREET VALLEJO, CALIFORNIA 94590",000-000-0000
"Black Diamond Therapeutics, Inc.","ONE MAIN STREET, 14TH FLOOR CAMBRIDGE, MASSACHUSETTS 02142",000-000-0000
So-Young International Inc.,"3/F, WANGJING SOHO-TOWER 3A CHAOYANG DISTRICT BEIJING, CHINA 100102",000-000-0000
"Co-Diagnostics, Inc.","4049 SOUTH HIGHLAND DRIVE SALT LAKE CITY, UTAH 84124",000-000-0000
ImmunoPrecise Antibodies Ltd.,"880 - 580 HORNBY STREET VANCOUVER, BRITISH COLUMBIA, CANADA V6C3B6",000-000-0000
Bannix Acquisition Corp.,"300 TICE BLVD WOODCLIFF LAKE, NEW JERSEY 07677",000-000-0000
Nuveen Emerging Markets Debt 2022 Target Term Fund,"333 WEST WACKER DRIVE 32ND FLOOR CHICAGO, ILLINOIS 60606",000-000-0000
PIMCO NEW YORK MUNICIPAL INCOME FUND II,"1633 BROADWAY NEW YORK, NEW YORK 10019",000-000-0000
MAYS J W INC,"9 BOND ST BROOKLYN, NEW YORK 11201-5805",000-000-0000
"Pioneer Diversified High Income Fund, Inc.","60 STATE STREET BOSTON, MASSACHUSETTS 02109",000-000-0000
Genetron Holdings Ltd,"1-2/F, BUILDING 11, ZONE 1 NO.8 LIFE SCIENCE PARKWAY CHANGPING DISTRICT, BEIJING, CHINA 102206",000-000-0000
ACME UNITED CORP,"1 WATERVIEW DRIVE SHELTON, CONNECTICUT 06484",000-000-0000
DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,"2683 VIA DE LA VALLE STE G418 DEL MAR, CALIFORNIA 92014",000-000-0000
"United Health Products, Inc.","10624 S. EASTERN AVE STE. A209 HENDERSON, NEVADA 89052",000-000-0000
PhenixFIN Corp,"445 PARK AVENUE 9TH FLOOR NEW YORK, NEW YORK 10022",000-000-0000
HARTE HANKS INC,"9601 MCALLISTER FREEWAY SUITE 610 SAN ANTONIO, TEXAS 78216",000-000-0000
"EXPRESS, INC.","1 EXPRESS DRIVE COLUMBUS, OHIO 43230",000-000-0000
CORE MOLDING TECHNOLOGIES INC,"800 MANOR PARK DRIVE P O BOX 28183 COLUMBUS, OHIO 43228",000-000-0000
TCR2 THERAPEUTICS INC.,"100 BINNEY STREET CAMBRIDGE, MASSACHUSETTS 02142",000-000-0000
Empire Diversified Energy Inc,"401 E LAS OLAS BLVD #1400 SUITE 1400 FORT LAUDERDALE, FLORIDA 33301",000-000-0000
WESTWOOD HOLDINGS GROUP INC,"200 CRESCENT COURT SUITE 1200 DALLAS, TEXAS 75201",000-000-0000
PC TEL INC,"471 BRIGHTON DRIVE BLOOMINGDALE, ILLINOIS 60108",000-000-0000
Virtus Global Multi-Sector Income Fund,"101 MUNSON STREET GREENFIELD, MASSACHUSETTS 01301",000-000-0000
"Stabilis Solutions, Inc.","11750 KATY FREEWAY SUITE 900 HOUSTON, TEXAS 77079",000-000-0000
"PIXELWORKS, INC","16760 SW UPPER BOONES FERRY RD. SUITE 101 PORTLAND, OREGON 97224",000-000-0000
AMREP CORP.,"850 WEST CHESTER PIKE SUITE 205 HAVERTOWN, PENNSYLVANIA 19083",000-000-0000
Nuveen Mortgage & Income Fund/MA/,"333 WEST WACKER DRIVE CHICAGO, ILLINOIS 60606",000-000-0000
Histogen Inc.,"10655 SORRENTO VALLEY ROAD SUITE 200 San Diego, CALIFORNIA 92121",000-000-0000
Chee Corp.,"1206 E. WARNER ROAD, SUITE 101-L GILBERT, ARIZONA 85296",000-000-0000
"Magyar Bancorp, Inc.","400 SOMERSET STREET NEW BRUNSWICK, NEW JERSEY 08901",000-000-0000
"Lifeway Foods, Inc.","6431 W OAKTON MORTON GROVE, ILLINOIS 60053",000-000-0000
KINETIC GROUP INC.,"2801 NW 7TH AVENUE MIAMI, FLORIDA 33122",000-000-0000
FIRST CAPITAL INC,"220 FEDERAL DRIVE N W CORYDON, INDIANA 47112",000-000-0000
"AstroNova, Inc.","600 E GREENWICH AVENUE WEST WARWICK, RHODE ISLAND 02893",000-000-0000
,,
Fusion Fuel Green PLC,"10 EARLSFORT TERRACE DUBLIN 2 DUBLIN, IRELAND D02 T380",000-000-0000
GLORY STAR NEW MEDIA GROUP HOLDINGS Ltd,"22ND FLOOR, BLOCK B, XINHUA TECH BLDG. NO. 8 TUOFANGYING ROAD CHAOYANG DISTRICT, BEIJING, CHINA 00000",000-000-0000
CITIZENS HOLDING CO /MS/,"P O BOX 209 PHILADELPHIA, MISSISSIPPI 39350",000-000-0000
"BIOXYTRAN, INC","C/O BIOXYTRAN, INC. 75 2ND AVE, SUITE 605 STE 605 NEEDHAM, MASSACHUSETTS 02494",000-000-0000
LAKELAND INDUSTRIES INC,"1525 PERIMETER PARKWAY, SUITE 325 HUNTSVILLE, ALABAMA 35806",000-000-0000
MFS HIGH YIELD MUNICIPAL TRUST,"111 HUNTINGTON AVENUE 24TH FLOOR BOSTON, MASSACHUSETTS 02199",000-000-0000
BANK OF SOUTH CAROLINA CORP,"256 MEETING ST P O BOX 538 CHARLESTON, SOUTH CAROLINA 29402",000-000-0000
Sino American Oil Co,"2123 PIONEER AVE CHEYENNE, WYOMING 82001",000-000-0000
Ebang International Holdings Inc.,"NO.1066 XINZHOU ROAD, ECONOMIC AND TECHNOLOGICAL DEVEL. ZONE LINPING DIST. HANGZHOU, ZHEJIANG, CHINA 311199",000-000-0000
INTERNATIONAL TOWER HILL MINES LTD,"200 GRANVILLE STREET SUITE 2710 VANCOUVER, BRITISH COLUMBIA, CANADA V6C 1S4",000-000-0000
"Tingo Group, Inc.","28 WEST GRAND AVENUE, SUITE 3 MONTVALE, NEW JERSEY 07645",000-000-0000
Yiren Digital Ltd.,"10/F, BUILDING 9, 91 JIANGUO ROAD CHAOYANG DISTRICT BEIJING, CHINA 100022",000-000-0000
VirnetX Holding Corp,"308 DORLA COURT SUITE 206 ZEPHYR COVE, NEVADA 89448",000-000-0000
IDEX Biometrics ASA,"DRONNING EUFEMIAS GATE 16 OSLO, NORWAY NO-0191",000-000-0000
Mountain Crest Acquisition Corp. V,"311 WEST 43RD STREET, 12TH FLOOR NEW YORK, NEW YORK 10036",000-000-0000
INTEST CORP,"804 EAST GATE DR., SUITE 200 MT. LAUREL, NEW JERSEY 08054",000-000-0000
"IT TECH PACKAGING, INC.","SCIENCE PARK, JULI ROAD XUSHUI COUNTY, BAODING CITY HEBEI PROVINCE,, CHINA 072550",000-000-0000
CuriosityStream Inc.,"8484 GEORGIA AVE. SUITE 700 SILVER SPRING, MARYLAND 20910",000-000-0000
SECURITY FEDERAL CORP,"238 RICHLAND AVENUE NW AIKEN, SOUTH CAROLINA 29801",000-000-0000
Santacruz Silver Mining Ltd.,"BLVD. DIAZ ORDAZ 140, PISO 5 TORRE II SANTA MARIA, MONTERREY NUEVO LEON, MEXICO 64250",000-000-0000
CENTER COAST BROOKFIELD MLP & ENERGY INFRASTRUCTURE FUND,"C/O BROOKFIELD PUBLIC SECURITIES GROUP L BROOKFIELD PLACE, 250 VESEY STREET, 15TH NEW YORK, NEW YORK 10281",000-000-0000
FLOTEK INDUSTRIES INC/CN/,"8846 N. SAM HOUSTON PARKWAY W. HOUSTON, TEXAS 77064",000-000-0000
,,
Golden Growers Cooperative,"1002 MAIN AVENUE WEST SUITE 5 WEST FARGO, NORTH DAKOTA 58078",000-000-0000
"Anebulo Pharmaceuticals, Inc.","1415 RANCH ROAD 629 SOUTH, SUITE 201 LAKEWAY, TEXAS 78734",000-000-0000
Mountain Province Diamonds Inc.,"161 BAY STREET SUITE 2315, PO BOX 216 TORONTO, ONTARIO, CANADA M5J 2S1",000-000-0000
AUGUSTA GOLD CORP.,"SUITE 555 - 999 CANADA PLACE VANCOUVER, BRITISH COLUMBIA, CANADA V6C 3E1",000-000-0000
ACRES Commercial Realty Corp.,"390 RXR PLAZA UNIONDALE, NEW YORK 11556",000-000-0000
Cinedigm Corp.,"244 FIFTH AVENUE SUITE M289 NEW YORK, NEW YORK 10001",000-000-0000
Tuniu Corp,"TUNIU BUILDING, NO. 699-32 XUANWUDADAO, XUANWU DISTRICT NANJING, CHINA 210042",000-000-0000
Miromatrix Medical Inc.,"6455 FLYING CLOUD DRIVE SUITE 107 EDEN PRAIRIE, MINNESOTA 55344",000-000-0000
COMPUGEN LTD,"26 HAROKMIM STREET BUILDING D HOLON, ISRAEL 5885849",000-000-0000
"Astra Energy, Inc.","9565 WAPLES STREET SUITE 200 SAN DIEGO, CALIFORNIA 92121",000-000-0000
"Global Clean Energy Holdings, Inc.","2790 SKYPARK DRIVE, SUITE 105 TORRANCE, CALIFORNIA 90505",000-000-0000
Arisz Acquisition Corp.,"199 WATER STREET 31ST FLOOR NEW YORK, NEW YORK 10038",000-000-0000
"Passage BIO, Inc.","ONE COMMERCE SQUARE 2005 MARKET STREET, 39TH FLOOR PHILADELPHIA, PENNSYLVANIA 19103",000-000-0000
"MiNK Therapeutics, Inc.","149 FIFTH AVENUE SUITE 500 NEW YORK, NEW YORK 10010",000-000-0000
17 Education & Technology Group Inc.,"16/F, BLOCK B, WANGJING GREENLAND CENTER CHAOYANG DISTRICT BEIJING, CHINA 100102",000-000-0000
TORTOISE POWER & ENERGY INFRASTRUCTURE FUND INC,"6363 COLLEGE BOULEVARD SUITE 100A OVERLAND PARK, KANSAS 66211",000-000-0000
NOBILITY HOMES INC,"3741 S W 7TH ST OCALA, FLORIDA 34474",000-000-0000
PEDEVCO CORP,"575 N. DAIRY ASHFORD ENERGY CENTER II, SUITE 210 HOUSTON, TEXAS 77079",000-000-0000
Bragg Gaming Group Inc.,"130 KING STREET WEST SUITE 1955 TORONTO, ONTARIO, CANADA M5X 1C9",000-000-0000
EMCLAIRE FINANCIAL CORP,"612 MAIN ST EMLENTON, PENNSYLVANIA 16373",000-000-0000
INNODATA INC,"55 CHALLENGER ROAD SUITE 202 RIDGEFIELD PARK, NEW JERSEY 07660",000-000-0000
"Augmedix, Inc.","111 SUTTER STREET, SUITE 1300 SAN FRANCISC, CALIFORNIA 94104",000-000-0000
"China Jo-Jo Drugstores Holdings, Inc.","HAI WAI HAI TONGXIN MANSION FLOOR 6 GONG SHU DISTRICT HANGZHOU CITY, CHINA 310008",000-000-0000
"AUBURN NATIONAL BANCORPORATION, INC","100 N GAY ST P O DRAWER 3110 AUBURN, ALABAMA 36831-3110",000-000-0000
"Granite Falls Energy, LLC","15045 HIGHWAY 23 S.E. GRANITE FALLS, MINNESOTA 56241-0216",000-000-0000
HCW Biologics Inc.,"2929 N COMMERCE PKWY MIRAMAR, FLORIDA 33025",000-000-0000
Delaware Enhanced Global Dividend & Income Fund,"100 INDEPENDENCE 610 MARKET STREET PHILADELPHIA, PENNSYLVANIA 19106-2354",000-000-0000
"Armata Pharmaceuticals, Inc.","4503 GLENCOE AVENUE MARINA DEL REY, CALIFORNIA 90292",000-000-0000
"Charah Solutions, Inc.","12601 PLANTSIDE DRIVE LOUISVILLE, KENTUCKY 40299",000-000-0000
NUVEEN MUNICIPAL INCOME FUND INC,"333 W WACKER DR CHICAGO, ILLINOIS 60606",000-000-0000
Clough Global Dividend & Income Fund,"P.O. BOX 328 DENVER, COLORADO 80200-0328",000-000-0000
"Xilio Therapeutics, Inc.","828 WINTER STREET WALTHAM, MASSACHUSETTS 02451",000-000-0000
"GAMCO Natural Resources, Gold & Income Trust","ONE CORPORATE CENTER RYE, NEW YORK 10580",000-000-0000
O2MICRO INTERNATIONAL LTD,"THE GRAND PAVILLION WEST BAY ROAD PO BOX 32331 SMB GEORGE TOWN, GR CAY, CAYMAN ISLANDS 00000",000-000-0000
"National CineMedia, Inc.","6300 S. SYRACUSE WAY SUITE 300 CENTENNIAL, COLORADO 80111",000-000-0000
QUANTUM CORP /DE/,"224 AIRPORT PARKWAY SUITE 550 SAN JOSE, CALIFORNIA 95110",000-000-0000
China Index Holdings Ltd,"BUILDING A, BEIJING FANGXIANG NO.20 GUOGONGZHUANG MIDDLE STREET BEIJING, CHINA 100070",000-000-0000
"Viomi Technology Co., Ltd","WANSHENG SQUARE, RM 1302 TOWER C XINGANG EAST ROAD, HAIZHU DISTRICT GUANGZHOU, GUANGDONG, CHINA 510220",000-000-0000
Greenidge Generation Holdings Inc.,"135 RENNELL DRIVE 3RD FLOOR FAIRFIELD, CONNECTICUT 06890",000-000-0000
Novo Resources Corp.,"1075 WEST GEORGIA STREET SUITE 1980 VANCOUVER, BRITISH COLUMBIA, CANADA V6E 3C9",000-000-0000
GABELLI GLOBAL UTILITY & INCOME TRUST,"ONE CORPORATE CENTER RYE, NEW YORK 10580",000-000-0000
CollPlant Biotechnologies Ltd,"4 OPPENHEIMER ST., 11TH FLOOR REHOVOT, ISRAEL 74140",000-000-0000
"UpHealth, Inc.","14000 S. MILITARY TRAIL SUITE 203 DELRAY BEACH, FLORIDA 33484",000-000-0000
Galleon Gold Corp.,"161 BAY STREET, 27TH FLOOR PO BOX 508 TORONTO, ONTARIO, CANADA M5J 2S1",000-000-0000
"Eliem Therapeutics, Inc.","23515 NE NOVELTY HILL ROAD SUITE B221 #125 REDMOND, WASHINGTON 98053",000-000-0000
"BlueOne Card, Inc.","3609 HAMMERKOP DR. NORTH LAS VEGAS, NEVADA 89084",000-000-0000
Prime Meridian Holding Co,"1897 CAPITAL CIRCLE, NE TALLAHASSEE, FLORIDA 32308",000-000-0000
"Dare Bioscience, Inc.","3655 NOBEL DRIVE SUITE 260 SAN DIEGO, CALIFORNIA 92122",000-000-0000
"Heritage Insurance Holdings, Inc.","1401 N WESTSHORE BLVD TAMPA, FLORIDA 33607",000-000-0000
"Hyperfine, Inc.","351 NEW WHITFIELD STREET GUILFORD, CONNECTICUT 06437",000-000-0000
NUVEEN CALIFORNIA SELECT TAX FREE INCOME PORTFOLIO,"333 W WACKER DR CHICAGO, ILLINOIS 60606",000-000-0000
Connect Biopharma Holdings Ltd,"12265 EL CAMINO REAL, SUITE 350 SAN DIEGO, CALIFORNIA 92130",000-000-0000
,,
High Tide Inc.,"#112, 11127 15TH STREET NE CALGARY, AB, CANADA (FEDERAL LEVEL) T3K 2M4",000-000-0000
"IO Biotech, Inc.","OLE MAALOES VEH 3 COPENHAGEN, DENMARK 2200",000-000-0000
"OFS Credit Company, Inc.","10 SOUTH WACKER DRIVE SUITE 2500 CHICAGO, ILLINOIS 60606",000-000-0000
Cytosorbents Corp,"305 COLLEGE ROAD EAST PRINCETON, NEW JERSEY 08540",000-000-0000
CURIS INC,"128 SPRING STREET BUILDING C, SUITE 500 LEXINGTON, MASSACHUSETTS 02421",000-000-0000
Quantum Computing Inc.,"215 DEPOT COURT SE, #215 LEESBURG, VIRGINIA 20175",000-000-0000
AIRGAIN INC,"3611 VALLEY CENTRE DRIVE SUITE 150 SAN DIEGO, CALIFORNIA 92130",000-000-0000
Oncocyte Corp,"15 CUSHING IRVINE, CALIFORNIA 92618",000-000-0000
Orion Group Holdings Inc,"12000 AEROSPACE SUITE 300 Houston, TEXAS 77034",000-000-0000
PIMCO Global StocksPLUS & Income Fund,"1633 BROADWAY NEW YORK, NEW YORK 10019",000-000-0000
"Steel Connect, Inc.","1601 TRAPELO ROAD SUITE 170 WALTHAM, MASSACHUSETTS 02451",000-000-0000
"FFBW, Inc. /MD/","1360 SOUTH MOORLAND ROAD BROOKFIELD, WISCONSIN 53005",000-000-0000
"Cullman Bancorp, Inc. /MD/","316 SECOND AVENUE SW CULLMAN, ALABAMA 35055",000-000-0000
INTRUSION INC,"101 EAST PARK BLVD, SUITE 1200 PLANO, TEXAS 75074",000-000-0000
"Powerbridge Technologies Co., Ltd.","ADVANCED BUSINESS PARK, 9TH FL, BLDG C2 29 LANWAN LANE, HIGHTECH DISTRICT ZHUHAI GUANGDONG, CHINA 519080",000-000-0000
Nuveen Minnesota Quality Municipal Income Fund,"333 WEST WACKER DRIVE CHICAGO, ILLINOIS 60606",000-000-0000
Mogo Inc.,"2100-401 WEST GEORGIA STREET VANCOUVER, BRITISH COLUMBIA, CANADA V6B 5A1",000-000-0000
SQZ Biotechnologies Co,"200 ARSENAL YARDS BLVD., STE. 210 WATERTOWN, MASSACHUSETTS 02472",000-000-0000
"AgroFresh Solutions, Inc.","100 S. INDEPENDENCE MALL WEST PHILADELPHIA, PENNSYLVANIA 19106",000-000-0000
F&M BANK CORP,"P.O. BOX 1111 TIMBERVILLE, VIRGINIA 22853",000-000-0000
CUSHING MLP & INFRASTRUCTURE TOTAL RETURN FUND,"300 CRESCENT COURT, SUITE 1700 DALLAS, TEXAS 75201",000-000-0000
Leader Capital Holdings Corp.,"ROOM 2708-09, METROPOLIS TOWER 10 METROPOLIS DRIVE HUNG HOM, HONG KONG 00000",000-000-0000
Tiziana Life Sciences Ltd,"3RD FLOOR, 11-12 ST. JAMES'S SQUARE LONDON, ENGLAND, UNITED KINGDOM SW1Y 4LB",000-000-0000
"IR-Med, Inc.","C/O ABOUDI LEGAL GROUP PLLC, 745 5TH AVE SUITE 500 NEW YORK, NEW YORK 10151",000-000-0000
DTF TAX-FREE INCOME 2028 TERM FUND INC,"200 SOUTH WACKER DRIVE CHICAGO, ILLINOIS 60606",000-000-0000
"BIOFORCE NANOSCIENCES HOLDINGS, INC.","2020 GENERAL BOOTH BLVD SUITE 230 VIRGINIA BEACH, VIRGINIA 23454",000-000-0000
MACQUARIE/FIRST TRUST GLOBAL INFRASTR/UTIL DIV & INC FUND,"FIRST TRUST PORTFOLIOS LP 120 EAST LIBERTY DRIVE, SUITE 400 WHEATON, ILLINOIS 60187",000-000-0000
PEOPLES FINANCIAL CORP /MS/,"152 LAMEUSE STREET P O BOX 529 BILOXI, MISSISSIPPI 39530",000-000-0000
Ideal Power Inc.,"5508 HIGHWAY 290 WEST SUITE 120 AUSTIN, TEXAS 78735",000-000-0000
ULTRALIFE CORP,"2000 TECHNOLOGY PARKWAY NEWARK, NEW YORK 14513",000-000-0000
MU GLOBAL HOLDING Ltd,"RM. 5, 7F., NO. 296, SEC. 4, XINYI RD., DA AN DIST., TAIPEI CITY, TAIWAN 106427",000-000-0000
"Trevi Therapeutics, Inc.","195 CHURCH STREET 14TH FLOOR NEW HAVEN, CONNECTICUT 06510",000-000-0000
"LiveOne, Inc.","9200 SUNSET BOULEVARD SUITE #1201 WEST HOLLYWOOD, CALIFORNIA 90069",000-000-0000
SPK Acquisition Corp.,"ROOM 368, 302 BUWEI 211 FUTE NORTH ROAD, SHANGHAI, CHINA 200131",000-000-0000
"Genprex, Inc.","1601 TRINITY STREET, BLDG. B SUITE 3.322 AUSTIN, TEXAS 78712",000-000-0000
NuCana plc,"3 LOCHSIDE WAY EDINBURGH, UNITED KINGDOM EH12 9DT",000-000-0000
QUICKLOGIC Corp,"2220 LUNDY AVENUE SAN JOSE, CALIFORNIA 95131-1816",000-000-0000
BROADWAY FINANCIAL CORP \DE\,"5055 WILSHIRE BLVD STE 500 LOS ANGELES, CALIFORNIA 90036",000-000-0000
NATUZZI S P A,"VIA IAZZITIELLO 47 SANTERAMO ITALY, ITALY 70029",000-000-0000
"Limbach Holdings, Inc.","797 COMMONWEALTH DRIVE WARRENDALE, PENNSYLVANIA 15086",000-000-0000
"SYNLOGIC, INC.","301 BINNEY STREET SUITE 402 CAMBRIDGE, MASSACHUSETTS 02142",000-000-0000
"Atreca, Inc.","835 INDUSTRIAL ROAD, SUITE 400 SAN CARLOS, CALIFORNIA 94070",000-000-0000
"Inozyme Pharma, Inc.","321 SUMMER STREET SUITE 400 BOSTON, MASSACHUSETTS 02210",000-000-0000
"Smart Sand, Inc.","28420 HARDY TOLL ROAD SUITE 130 SPRING, TEXAS 77373",000-000-0000
"Clearside Biomedical, Inc.","900 NORTH POINT PARKWAY SUITE 200 ALPHARETTA, GEORGIA 30005",000-000-0000
CAPITAL PROPERTIES INC /RI/,"5 STEEPLE STREET UNIT 303 PROVIDENCE, RHODE ISLAND 02903",000-000-0000
Luokung Technology Corp.,"LAB 32, SOHO 3Q, NO 9, GUANGHUA ROAD CHAOYANG DISTRICT BEIJING, CHINA 100020",000-000-0000
IsoPlexis Corp,"35 NE INDUSTRIAL ROAD BRANFORD, CONNECTICUT 06405",000-000-0000
LIQUIDMETAL TECHNOLOGIES INC,"20321 VALENCIA CIRCLE LAKE FOREST, CALIFORNIA 92630",000-000-0000
"Fortune Valley Treasures, Inc.","B1601 ORIENTAL IMPRESSION BUILDING 2 LIANSHENG ROAD, HUMEN TOWN DONGGUAN CITY GUANGDONG PROVINCE, CHINA 518000",000-000-0000
Pingtan Marine Enterprise Ltd.,"18-19/F, ZHONGSHAN BUILDING A, NO. 154 HUDONG ROAD FUZHOU, CHINA 350001",000-000-0000
AppTech Payments Corp.,"5876 OWENS AVENUE SUITE 100 CARLSBAD, CALIFORNIA 92008",000-000-0000
"Pyxis Oncology, Inc.","35 CAMBRIDGE PARK DRIVE CAMBRIDGE, MASSACHUSETTS 02140",000-000-0000
"CareCloud, Inc.","7 CLYDE ROAD SOMERSET SOMERSET, NEW JERSEY 08873",000-000-0000
"Cyteir Therapeutics, Inc.","99 HAYDEN STREET BUILDING B, SUITE 450 LEXINGTON, MASSACHUSETTS 02421",000-000-0000
VINCE HOLDING CORP.,"500 FIFTH AVENUE 20TH FLOOR NEW YORK, NEW YORK 10110",000-000-0000
AMPCO PITTSBURGH CORP,"726 BELL AVENUE SUITE 301 CARNEGIE, PENNSYLVANIA 15106",000-000-0000
MESA AIR GROUP INC,"410 NORTH 44TH STREET SUITE 700 PHOENIX, ARIZONA 85008",000-000-0000
Goldenbridge Acquisition Ltd,"15/F, AUBIN HOUSE 171-172 GLOUCESTER ROAD WANCHAI,, HONG KONG 00000",000-000-0000
"Neuronetics, Inc.","3222 PHOENIXVILLE PIKE MALVERN, PENNSYLVANIA 19355",000-000-0000
"Lyra Therapeutics, Inc.","480 ARSENAL WAY WATERTOWN, MASSACHUSETTS 02472",000-000-0000
"TScan Therapeutics, Inc.","880 WINTER STREET WALTHAM, MASSACHUSETTS 02451",000-000-0000
BioLineRx Ltd.,"2 HAMA-AYAN STREET MODI-IN TECHNOLOGY PARK MODI-IN, ISRAEL 7177871",000-000-0000
"Tarena International, Inc.","6/F, NO. 1 ANDINGMENWAI STREET LITCHI TOWER, CHAOYANG DISTRICT BEIJING, CHINA 100011",000-000-0000
MARCHEX INC,"520 PIKE STREET SUITE 2000 SEATTLE, WASHINGTON 98101",000-000-0000
Blue Safari Group Acquisition Corp,"CHEUNG KONG CENTER, 58 FLOOR, UNIT 5801 2 QUEENS ROAD CENTRAL CENTRAL, HONG KONG 00000",000-000-0000
"Romeo Power, Inc.","5560 KATELLA AVENUE CYPRESS, CALIFORNIA 90630",000-000-0000
vTv Therapeutics Inc.,"3980 PREMIER DR SUITE 310 HIGH POINT, NORTH CAROLINA 27265",000-000-0000
Voya Asia Pacific High Dividend Equity Income Fund,"7337 E. DOUBLETREE RANCH ROAD STE 100 SCOTTSDALE, ARIZONA 85258",000-000-0000
"CompoSecure, Inc.","309 PIERCE STREET SOMERSET, NEW JERSEY 08873",000-000-0000
EXAGEN INC.,"1261 LIBERTY WAY VISTA, CALIFORNIA 92081",000-000-0000
Nova Vision Acquisition Corp,"3 OCEAN WAY #5-7 SINGAPORE, SINGAPORE 098368",000-000-0000
"POLARITYTE, INC.","1960 S. 4250 WEST SALT LAKE CITY, UTAH 84104",000-000-0000
Americas Gold & Silver Corp,"145 KING ST. W. SUITE 2870 TORONTO, ONTARIO, CANADA M5H 1J8",000-000-0000
GEE Group Inc.,"7751 BELFORT PARKWAY SUITE 150 JACKSONVILLE, FLORIDA 32256",000-000-0000
